CONSECUTIVO,LETRA,CATALOG_KEY,NOMBRE,CODIGOX,LSEX,LINF,LSUP,TRIVIAL,ERRADICADO,N_INTER,NIN,NINMTOBS,COD_SIT_LESION,NO_CBD,CBD,NO_APH,AF_PRIN,DIA_SIS,CLAVE_PROGRAMA_SIS,COD_COMPLEMEN_MORBI,DEF_FETAL_CM,DEF_FETAL_CBD,CLAVE_CAPITULO,CAPITULO,LISTA1,GRUPO1,LISTA5,RUBRICA_TYPE,YEAR_MODIFI,YEAR_APLICACION,VALID,PRINMORTA,PRINMORBI,LM_MORBI,LM_MORTA,LGBD165,LOMSBECK,LGBD190,NOTDIARIA,NOTSEMANAL,SISTEMA_ESPECIAL,BIRMM,CVE_CAUSA_TYPE,CAUSA_TYPE,EPI_MORTA,EDAS_E_IRAS_EN_M5,CSVE_MATERNAS_SEED_EPID,EPI_MORTA_M5,EPI_MORBI,DEF_MATERNAS,ES_CAUSES,NUM_CAUSES,ES_SUIVE_MORTA,ES_SUIVE_MORB,EPI_CLAVE,EPI_CLAVE_DESC,ES_SUIVE_NOTIN,ES_SUIVE_EST_EPI,ES_SUIVE_EST_BROTE,SINAC,PRIN_SINAC,PRIN_SINAC_GRUPO,DESCRIPCION_SINAC_GRUPO,PRIN_SINAC_SUBGRUPO,DESCRIPCION_SINAC_SUBGRUPO,DAGA,ASTERISCO
520,B,B160,"HEPATITIS AGUDA TIPO B, CON AGENTE DELTA (COINFECCIÓN), CON COMA HEPÁTICO",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,1,NO,NO,NO,01,"I     CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS",019,001,037,NO,NO,NO,SI,039,039,06J,06J,19,4,19,NO,SI,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,SI,0,NO,NO,NO,SI,38,"HEPATITIS VIRICA B",NO,SI,SI,NO,999,NO,NO,NO,NO,NO,NO
521,B,B161,"HEPATITIS AGUDA TIPO B, CON AGENTE DELTA (COINFECCIÓN), SIN COMA HEPÁTICO",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,1,NO,NO,NO,01,"I     CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS",019,001,037,NO,NO,NO,SI,039,039,06J,06J,19,4,19,NO,SI,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,SI,0,NO,NO,NO,SI,38,"HEPATITIS VIRICA B",NO,SI,SI,NO,999,NO,NO,NO,NO,NO,NO
522,B,B162,"HEPATITIS AGUDA TIPO B, SIN AGENTE DELTA, CON COMA HEPÁTICO",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,1,NO,NO,NO,01,"I     CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS",019,001,037,NO,NO,NO,SI,039,039,06J,06J,19,4,19,NO,SI,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,SI,0,NO,NO,NO,SI,38,"HEPATITIS VIRICA B",NO,SI,SI,NO,999,NO,NO,NO,NO,NO,NO
523,B,B169,"HEPATITIS AGUDA TIPO B, SIN AGENTE DELTA Y SIN COMA HEPÁTICO",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,1,NO,NO,NO,01,"I     CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS",019,001,037,NO,NO,NO,SI,039,039,06J,06J,19,4,19,NO,SI,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,SI,0,SI,64,NO,SI,38,"HEPATITIS VIRICA B",NO,SI,SI,NO,999,NO,NO,NO,NO,NO,NO
524,B,B17,"OTRAS HEPATITIS VIRALES AGUDAS",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,NA,NO,NO,NO,01,"I     CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS",019,001,038,NO,NO,NO,SI,039,039,NO,NO,NO,4,NO,NO,SI,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,SI,0,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,000,NO,NO,NO,NO,NO,NO
525,B,B170,"INFECCIÓN (SUPERINFECCIÓN) AGUDA POR AGENTE DELTA EN LA HEPATITIS B CRÓNICA",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,1,NO,NO,NO,01,"I     CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS",019,001,038,C,"2018 CAMBIO DE TITULO",NO,SI,039,039,06K,06K,19,4,19,NO,SI,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,SI,0,NO,NO,NO,SI,39,"OTRAS HEPATITIS VIRICAS",NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
526,B,B171,"HEPATITIS AGUDA TIPO C",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,1,NO,NO,NO,01,"I     CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS",019,001,038,NO,NO,NO,SI,039,039,06K,06K,20,88,20,NO,SI,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,SI,104,"HEPATITIS VIRICA C",NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
527,B,B172,"HEPATITIS AGUDA TIPO E",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,1,NO,NO,NO,01,"I     CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS",019,001,038,NO,NO,NO,SI,039,039,06K,06K,21,88,21,NO,SI,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,SI,0,NO,NO,NO,SI,39,"OTRAS HEPATITIS VIRICAS",NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
528,B,B178,"OTRAS HEPATITIS VIRALES AGUDAS ESPECIFICADAS",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,1,NO,NO,NO,01,"I     CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS",019,001,038,NO,NO,NO,SI,039,039,06K,06K,21,88,21,NO,SI,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,SI,0,NO,NO,NO,SI,39,"OTRAS HEPATITIS VIRICAS",NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
529,B,B179,"HEPATITIS VIRAL AGUDA NO ESPECIFICADA",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,1,NO,NO,NO,01,"I     CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS",019,001,038,A,"2010 NUEVA CATEGORIA",2014,SI,039,039,06K,06K,21,88,21,NO,SI,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,SI,0,NO,NO,NO,SI,39,"OTRAS HEPATITIS VIRICAS",NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
530,B,B18,"HEPATITIS VIRAL CRÓNICA",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,NA,NO,NO,NO,01,"I     CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS",019,001,038,NO,NO,NO,SI,039,039,NO,NO,NO,88,NO,NO,SI,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,SI,0,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,000,NO,NO,NO,NO,NO,NO
531,B,B180,"HEPATITIS VIRAL TIPO B CRÓNICA, CON AGENTE DELTA",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,1,NO,NO,NO,01,"I     CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS",019,001,038,NO,NO,NO,SI,039,039,06K,06K,19,4,19,NO,SI,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,SI,0,NO,NO,NO,SI,39,"OTRAS HEPATITIS VIRICAS",NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
532,B,B181,"HEPATITIS VIRAL TIPO B CRÓNICA, SIN AGENTE DELTA",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,1,NO,NO,NO,01,"I     CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS",019,001,038,NO,NO,NO,SI,039,039,06K,06K,19,4,19,NO,SI,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,SI,0,NO,NO,NO,SI,39,"OTRAS HEPATITIS VIRICAS",NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
533,B,B182,"HEPATITIS VIRAL TIPO C CRÓNICA",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,1,NO,NO,NO,01,"I     CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS",019,001,038,NO,NO,NO,SI,039,039,06K,06K,20,88,20,NO,SI,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,SI,104,"HEPATITIS VIRICA C",NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
534,B,B188,"OTRAS HEPATITIS VIRALES CRÓNICAS",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,1,NO,NO,NO,01,"I     CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS",019,001,038,NO,NO,NO,SI,039,039,06K,06K,21,88,21,NO,SI,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,SI,0,NO,NO,NO,SI,39,"OTRAS HEPATITIS VIRICAS",NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
535,B,B189,"HEPATITIS VIRAL CRÓNICA, SIN OTRA ESPECIFICACIÓN",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,1,NO,NO,NO,01,"I     CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS",019,001,038,NO,NO,NO,SI,039,039,06K,06K,21,88,21,NO,SI,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,SI,0,NO,NO,NO,SI,39,"OTRAS HEPATITIS VIRICAS",NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
536,B,B19,"HEPATITIS VIRAL, SIN OTRA ESPECIFICACIÓN",NO,NO,028D,120A,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,NA,NO,NO,NO,01,"I     CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS",019,001,038,NO,NO,NO,SI,039,039,NO,NO,NO,88,NO,NO,SI,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,SI,0,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,000,NO,NO,NO,NO,NO,NO
537,B,B190,"HEPATITIS VIRAL NO ESPECIFICADA CON COMA HEPÁTICO",NO,NO,028D,120A,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,1,NO,NO,NO,01,"I     CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS",019,001,038,C,"2010 CORRECCION TITULOS",2014,SI,039,039,06K,06K,21,88,21,NO,SI,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,SI,0,NO,NO,NO,SI,39,"OTRAS HEPATITIS VIRICAS",NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
538,B,B199,"HEPATITIS VIRAL NO ESPECIFICADA SIN COMA HEPÁTICO",NO,NO,028D,120A,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,1,NO,NO,NO,01,"I     CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS",019,001,038,C,"2010 CORRECCION TITULOS",2014,SI,039,039,06K,06K,21,88,21,NO,SI,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,SI,0,NO,NO,NO,SI,39,"OTRAS HEPATITIS VIRICAS",NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
539,B,B20,"ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH, RESULTANTE EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS",NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,SI,SI,NO,NO,NA,NO,NO,NO,01,"I     CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS",020,001,039,NO,NO,NO,SI,037,037,NO,NO,NO,7,NO,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,SI,0,NO,NO,NO,SI,NO,NO,SI,SI,NO,NO,000,NO,NO,NO,NO,NO,NO
540,B,B200,"ENFERMEDAD POR VIH, RESULTANTE EN INFECCIÓN POR MICOBACTERIAS",NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,SI,NO,SI,SI,1,NO,SI,SI,01,"I     CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS",020,001,039,NO,NO,NO,SI,037,037,06H,06H,9,7,9,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",SI,NO,NO,NO,SI,0,NO,NO,SI,SI,67,"SINDROME DE INMUNODEFICIENCIA ADQUIRIDA",SI,SI,NO,NO,999,NO,NO,NO,NO,NO,NO
541,B,B201,"ENFERMEDAD POR VIH, RESULTANTE EN OTRAS INFECCIONES BACTERIANAS",NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,SI,NO,SI,SI,1,NO,SI,SI,01,"I     CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS",020,001,039,NO,NO,NO,SI,037,037,06H,06H,9,7,9,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",SI,NO,NO,NO,SI,0,NO,NO,SI,SI,67,"SINDROME DE INMUNODEFICIENCIA ADQUIRIDA",SI,SI,NO,NO,999,NO,NO,NO,NO,NO,NO
542,B,B202,"ENFERMEDAD POR VIH, RESULTANTE EN ENFERMEDAD POR CITOMEGALOVIRUS",NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,SI,NO,SI,SI,1,NO,SI,SI,01,"I     CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS",020,001,039,NO,NO,NO,SI,037,037,06H,06H,9,7,9,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",SI,NO,NO,NO,SI,0,NO,NO,SI,SI,67,"SINDROME DE INMUNODEFICIENCIA ADQUIRIDA",SI,SI,NO,NO,999,NO,NO,NO,NO,NO,NO
543,B,B203,"ENFERMEDAD POR VIH, RESULTANTE EN OTRAS INFECCIONES VIRALES",NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,SI,NO,SI,SI,1,NO,SI,SI,01,"I     CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS",020,001,039,NO,NO,NO,SI,037,037,06H,06H,9,7,9,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",SI,NO,NO,NO,SI,0,NO,NO,SI,SI,67,"SINDROME DE INMUNODEFICIENCIA ADQUIRIDA",SI,SI,NO,NO,999,NO,NO,NO,NO,NO,NO
544,B,B204,"ENFERMEDAD POR VIH, RESULTANTE EN CANDIDIASIS",NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,SI,NO,SI,SI,1,NO,SI,SI,01,"I     CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS",020,001,039,NO,NO,NO,SI,037,037,06H,06H,9,7,9,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",SI,NO,NO,NO,SI,0,NO,NO,SI,SI,67,"SINDROME DE INMUNODEFICIENCIA ADQUIRIDA",SI,SI,NO,NO,999,NO,NO,NO,NO,NO,NO
545,B,B205,"ENFERMEDAD POR VIH, RESULTANTE EN OTRAS MICOSIS",NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,SI,NO,SI,SI,1,NO,SI,SI,01,"I     CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS",020,001,039,NO,NO,NO,SI,037,037,06H,06H,9,7,9,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",SI,NO,NO,NO,SI,0,NO,NO,SI,SI,67,"SINDROME DE INMUNODEFICIENCIA ADQUIRIDA",SI,SI,NO,NO,999,NO,NO,NO,NO,NO,NO
546,B,B206,"ENFERMEDAD POR VIH, RESULTANTE EN NEUMONÍA POR PNEUMOCYSTIS CARINII",NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,SI,NO,SI,SI,1,NO,SI,SI,01,"I     CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS",020,001,039,NO,NO,NO,SI,037,037,06H,06H,9,7,9,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",SI,NO,NO,NO,SI,0,NO,NO,SI,SI,67,"SINDROME DE INMUNODEFICIENCIA ADQUIRIDA",SI,SI,NO,NO,999,NO,NO,NO,NO,NO,NO
547,B,B207,"ENFERMEDAD POR VIH, RESULTANTE EN INFECCIONES MÚLTIPLES",NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,SI,NO,SI,SI,1,NO,SI,SI,01,"I     CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS",020,001,039,NO,NO,NO,SI,037,037,06H,06H,9,7,9,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",SI,NO,NO,NO,SI,0,NO,NO,SI,SI,67,"SINDROME DE INMUNODEFICIENCIA ADQUIRIDA",SI,SI,NO,NO,999,NO,NO,NO,NO,NO,NO
548,B,B208,"ENFERMEDAD POR VIH, RESULTANTE EN OTRAS ENFERMEDADES INFECCIOSAS O PARASITARIAS",NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,SI,NO,SI,SI,1,NO,SI,SI,01,"I     CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS",020,001,039,NO,NO,NO,SI,037,037,06H,06H,9,7,9,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",SI,NO,NO,NO,SI,0,NO,NO,SI,SI,67,"SINDROME DE INMUNODEFICIENCIA ADQUIRIDA",SI,SI,NO,NO,999,NO,NO,NO,NO,NO,NO
549,B,B209,"ENFERMEDAD POR VIH, RESULTANTE EN ENFERMEDAD INFECCIOSA O PARASITARIA NO ESPECIFICADA",NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,SI,NO,SI,SI,1,NO,SI,SI,01,"I     CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS",020,001,039,NO,NO,NO,SI,037,037,06H,06H,9,7,9,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",SI,NO,NO,NO,SI,0,NO,NO,SI,SI,67,"SINDROME DE INMUNODEFICIENCIA ADQUIRIDA",SI,SI,NO,NO,999,NO,NO,NO,NO,NO,NO
550,B,B21,"ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH, RESULTANTE EN TUMORES MALIGNOS",NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,SI,SI,NO,NO,NA,NO,NO,NO,01,"I     CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS",020,001,039,NO,NO,NO,SI,037,037,NO,NO,NO,7,NO,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,SI,0,NO,NO,NO,SI,NO,NO,SI,SI,NO,NO,000,NO,NO,NO,NO,NO,NO
551,B,B210,"ENFERMEDAD POR VIH, RESULTANTE EN SARCOMA DE KAPOSI",NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,SI,NO,SI,SI,1,NO,SI,SI,01,"I     CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS",020,001,039,NO,NO,NO,SI,037,037,06H,06H,9,7,9,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",SI,NO,NO,NO,SI,0,NO,NO,SI,SI,67,"SINDROME DE INMUNODEFICIENCIA ADQUIRIDA",SI,SI,NO,NO,999,NO,NO,NO,NO,NO,NO
552,B,B211,"ENFERMEDAD POR VIH, RESULTANTE EN LINFOMA DE BURKITT",NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,SI,NO,SI,SI,1,NO,SI,SI,01,"I     CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS",020,001,039,NO,NO,NO,SI,037,037,06H,06H,9,7,9,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",SI,NO,NO,NO,SI,0,NO,NO,SI,SI,67,"SINDROME DE INMUNODEFICIENCIA ADQUIRIDA",SI,SI,NO,NO,999,NO,NO,NO,NO,NO,NO
553,B,B212,"ENFERMEDAD POR VIH, RESULTANTE EN OTROS TIPOS DE LINFOMA NO HODGKIN",NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,SI,NO,SI,SI,1,NO,SI,SI,01,"I     CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS",020,001,039,NO,NO,NO,SI,037,037,06H,06H,9,7,9,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",SI,NO,NO,NO,SI,0,NO,NO,SI,SI,67,"SINDROME DE INMUNODEFICIENCIA ADQUIRIDA",SI,SI,NO,NO,999,NO,NO,NO,NO,NO,NO
554,B,B213,"ENFERMEDAD POR VIH, RESULTANTE EN OTROS TUMORES MALIGNOS DEL TEJIDO LINFOIDE, HEMATOPOYÉTICO Y TEJIDOS RELACIONADOS",NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,SI,NO,SI,SI,1,NO,SI,SI,01,"I     CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS",020,001,039,NO,NO,NO,SI,037,037,06H,06H,9,7,9,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",SI,NO,NO,NO,SI,0,NO,NO,SI,SI,67,"SINDROME DE INMUNODEFICIENCIA ADQUIRIDA",SI,SI,NO,NO,999,NO,NO,NO,NO,NO,NO
555,B,B217,"ENFERMEDAD POR VIH, RESULTANTE EN TUMORES MALIGNOS MÚLTIPLES",NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,SI,NO,SI,SI,1,NO,SI,SI,01,"I     CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS",020,001,039,NO,NO,NO,SI,037,037,06H,06H,9,7,9,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",SI,NO,NO,NO,SI,0,NO,NO,SI,SI,67,"SINDROME DE INMUNODEFICIENCIA ADQUIRIDA",SI,SI,NO,NO,999,NO,NO,NO,NO,NO,NO
556,B,B218,"ENFERMEDAD POR VIH, RESULTANTE EN OTROS TUMORES MALIGNOS",NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,SI,NO,SI,SI,1,NO,SI,SI,01,"I     CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS",020,001,039,NO,NO,NO,SI,037,037,06H,06H,9,7,9,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",SI,NO,NO,NO,SI,0,NO,NO,SI,SI,67,"SINDROME DE INMUNODEFICIENCIA ADQUIRIDA",SI,SI,NO,NO,999,NO,NO,NO,NO,NO,NO
557,B,B219,"ENFERMEDAD POR VIH, RESULTANTE EN TUMORES MALIGNOS NO ESPECIFICADOS",NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,SI,NO,SI,SI,1,NO,SI,SI,01,"I     CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS",020,001,039,NO,NO,NO,SI,037,037,06H,06H,9,7,9,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",SI,NO,NO,NO,SI,0,NO,NO,SI,SI,67,"SINDROME DE INMUNODEFICIENCIA ADQUIRIDA",SI,SI,NO,NO,999,NO,NO,NO,NO,NO,NO
558,B,B22,"ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH, RESULTANTE EN OTRAS ENFERMEDADES ESPECIFICADAS",NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,SI,SI,NO,NO,NA,NO,NO,NO,01,"I     CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS",020,001,039,NO,NO,NO,SI,037,037,NO,NO,NO,7,NO,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,SI,0,NO,NO,SI,SI,NO,NO,SI,SI,NO,NO,000,NO,NO,NO,NO,NO,NO
559,B,B220,"ENFERMEDAD POR VIH, RESULTANTE EN ENCEFALOPATÍA",NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,SI,NO,SI,SI,1,NO,SI,SI,01,"I     CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS",020,001,039,NO,NO,NO,SI,037,037,06H,06H,9,7,9,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",SI,NO,NO,NO,SI,0,NO,NO,SI,SI,67,"SINDROME DE INMUNODEFICIENCIA ADQUIRIDA",SI,SI,NO,NO,999,NO,NO,NO,NO,NO,NO
560,B,B221,"ENFERMEDAD POR VIH, RESULTANTE EN NEUMONITIS LINFOIDE INTERSTICIAL",NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,SI,NO,SI,SI,1,NO,SI,SI,01,"I     CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS",020,001,039,NO,NO,NO,SI,037,037,06H,06H,9,7,9,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",SI,NO,NO,NO,SI,0,NO,NO,SI,SI,67,"SINDROME DE INMUNODEFICIENCIA ADQUIRIDA",SI,SI,NO,NO,999,NO,NO,NO,NO,NO,NO
561,B,B222,"ENFERMEDAD POR VIH, RESULTANTE EN SÍNDROME CAQUÉCTICO",NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,SI,NO,SI,SI,1,NO,SI,SI,01,"I     CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS",020,001,039,NO,NO,NO,SI,037,037,06H,06H,9,7,9,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",SI,NO,NO,NO,SI,0,NO,NO,SI,SI,67,"SINDROME DE INMUNODEFICIENCIA ADQUIRIDA",SI,SI,NO,NO,999,NO,NO,NO,NO,NO,NO
562,B,B227,"ENFERMEDAD POR VIH, RESULTANTE EN ENFERMEDADES MÚLTIPLES CLASIFICADAS EN OTRA PARTE",NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,SI,NO,SI,SI,1,NO,SI,SI,01,"I     CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS",020,001,039,NO,NO,NO,SI,037,037,06H,06H,9,7,9,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",SI,NO,NO,NO,SI,0,NO,NO,SI,SI,67,"SINDROME DE INMUNODEFICIENCIA ADQUIRIDA",SI,SI,NO,NO,999,NO,NO,NO,NO,NO,NO
